frame,timestamp,class,confidence,track_id,x1,y1,x2,y2
12,0.48,Helmet,0.4547,14,1355,599,1390,642
13,0.52,Helmet,0.8763,1,1043,459,1139,569
13,0.52,Helmet,0.9157,2,660,376,821,530
13,0.52,Helmet,0.466,14,1347,596,1386,644
14,0.56,Helmet,0.8998,1,1016,450,1117,567
14,0.56,Helmet,0.9212,2,619,366,792,527
14,0.56,Helmet,0.5802,16,1503,602,1552,658
15,0.6,Helmet,0.8954,1,991,444,1096,565
15,0.6,Helmet,0.9035,2,556,365,718,520
15,0.6,Helmet,0.5883,16,1497,601,1547,658
15,0.6,Helmet,0.8744,9,630,354,803,513
16,0.64,Helmet,0.9083,1,965,438,1072,561
16,0.64,Helmet,0.8951,2,519,344,701,514
16,0.64,Helmet,0.6076,16,1489,597,1538,653
16,0.64,Helmet,0.8857,9,583,339,762,510
17,0.68,Helmet,0.9027,1,936,428,1050,558
17,0.68,Helmet,0.9087,2,448,341,626,511
17,0.68,Helmet,0.7159,16,1483,596,1531,649
17,0.68,Helmet,0.8709,9,542,324,718,498
18,0.72,Helmet,0.9136,1,906,419,1024,554
18,0.72,Helmet,0.901,2,381,328,562,505
18,0.72,Helmet,0.7804,16,1476,589,1525,644
18,0.72,Helmet,0.8572,9,493,313,671,496
18,0.72,No Helmet,0.6514,21,693,498,774,601
19,0.76,Helmet,0.8882,1,877,411,999,552
19,0.76,Helmet,0.8414,2,331,312,521,495
19,0.76,Helmet,0.7519,16,1471,585,1521,642
19,0.76,Helmet,0.8778,9,440,303,615,488
19,0.76,Helmet,0.7836,22,1294,580,1343,635
20,0.8,Helmet,0.9069,1,843,400,971,547
20,0.8,Helmet,0.8856,2,257,308,439,486
20,0.8,Helmet,0.6614,16,1465,584,1515,641
20,0.8,Helmet,0.8773,9,377,284,556,477
20,0.8,No Helmet,0.4396,22,1287,580,1337,636
20,0.8,Helmet,0.7569,25,633,486,717,593
21,0.84,Helmet,0.9126,1,811,389,940,537
21,0.84,Helmet,0.8693,2,174,283,366,473
21,0.84,Helmet,0.743,16,1456,583,1508,642
21,0.84,Helmet,0.902,9,311,259,494,462
21,0.84,Helmet,0.3444,22,1279,579,1329,635
21,0.84,No Helmet,0.601,25,601,478,689,592
22,0.88,Helmet,0.9161,1,774,380,908,534
22,0.88,Helmet,0.9084,2,87,247,291,452
22,0.88,Helmet,0.7878,16,1449,580,1503,641
22,0.88,Helmet,0.8824,9,241,227,425,436
22,0.88,Helmet,0.5541,25,567,475,655,589
23,0.92,Helmet,0.9191,1,734,369,874,531
23,0.92,Helmet,0.8925,2,5,216,214,430
23,0.92,Helmet,0.8219,16,1444,581,1500,643
23,0.92,Helmet,0.9036,9,164,198,347,411
23,0.92,Helmet,0.837,25,525,465,622,589
23,0.92,Helmet,0.444,26,1013,528,1062,587
24,0.96,Helmet,0.9123,1,695,363,838,527
24,0.96,Helmet,0.7848,16,1441,580,1496,640
24,0.96,Helmet,0.906,9,71,169,260,389
24,0.96,Helmet,0.8383,25,486,456,582,580
24,0.96,Helmet,0.2619,26,1014,527,1063,586
25,1.0,Helmet,0.9154,1,650,351,799,524
25,1.0,Helmet,0.7692,16,1436,576,1490,635
25,1.0,Helmet,0.9186,9,0,135,179,369
25,1.0,Helmet,0.8673,25,443,448,542,576
25,1.0,Helmet,0.3614,26,1014,527,1061,584
26,1.04,Helmet,0.916,1,601,338,758,520
26,1.04,Helmet,0.7869,16,1432,572,1484,629
26,1.04,Helmet,0.8379,25,399,440,500,570
26,1.04,Helmet,0.3344,26,1012,526,1061,586
27,1.08,Helmet,0.9125,1,551,324,713,512
27,1.08,Helmet,0.7732,16,1427,570,1479,627
27,1.08,No Helmet,0.7322,25,357,433,455,560
28,1.12,Helmet,0.9169,1,495,305,663,501
28,1.12,Helmet,0.8163,16,1420,568,1477,630
28,1.12,No Helmet,0.4618,25,305,422,413,562
28,1.12,No Helmet,0.5235,30,1565,590,1613,646
28,1.12,Helmet,0.4201,26,1011,526,1061,587
29,1.16,Helmet,0.9212,1,433,279,612,489
29,1.16,Helmet,0.7097,16,1413,563,1476,632
29,1.16,No Helmet,0.6373,30,1564,589,1613,646
29,1.16,Helmet,0.2871,26,1012,525,1061,585
30,1.2,Helmet,0.9267,1,367,251,549,465
30,1.2,Helmet,0.7482,16,1409,560,1472,628
30,1.2,No Helmet,0.6488,30,1562,590,1611,646
30,1.2,Helmet,0.4655,26,1011,523,1061,585
30,1.2,No Helmet,0.5342,31,1191,561,1243,626
30,1.2,No Helmet,0.8216,25,199,404,312,550
31,1.24,Helmet,0.9326,1,295,221,483,441
31,1.24,Helmet,0.5122,16,1405,564,1464,627
31,1.24,No Helmet,0.363,30,1560,587,1610,645
31,1.24,Helmet,0.3825,26,1010,521,1062,584
31,1.24,Helmet,0.6537,25,134,396,252,549
32,1.28,Helmet,0.926,1,216,195,410,421
32,1.28,Helmet,0.4323,16,1394,569,1448,626
32,1.28,No Helmet,0.4019,30,1555,586,1606,645
33,1.32,Helmet,0.9227,1,125,167,328,404
33,1.32,Helmet,0.4034,16,1383,571,1432,624
33,1.32,No Helmet,0.346,30,1552,584,1604,643
34,1.36,Helmet,0.9342,1,33,143,237,380
34,1.36,Helmet,0.303,16,1376,571,1424,622
34,1.36,No Helmet,0.4504,30,1548,582,1599,642
34,1.36,No Helmet,0.6149,35,1141,552,1191,614
35,1.4,Helmet,0.8837,1,0,113,173,372
35,1.4,Helmet,0.6403,16,1364,573,1411,624
35,1.4,No Helmet,0.6923,30,1545,579,1598,641
35,1.4,Helmet,0.5066,35,1131,548,1180,611
36,1.44,No Helmet,0.5144,30,1543,576,1596,638
36,1.44,Helmet,0.4433,35,1114,549,1163,611
37,1.48,No Helmet,0.6442,30,1541,574,1594,636
37,1.48,Helmet,0.5875,35,1097,546,1149,612
37,1.48,Helmet,0.2686,26,1004,517,1058,582
37,1.48,Helmet,0.3871,16,1354,565,1406,621
38,1.52,No Helmet,0.6488,30,1538,573,1592,638
38,1.52,No Helmet,0.6322,35,1082,541,1136,609
38,1.52,Helmet,0.6792,26,1004,517,1056,580
39,1.56,No Helmet,0.7688,30,1535,571,1592,638
39,1.56,Helmet,0.6622,35,1069,537,1124,606
39,1.56,Helmet,0.775,26,1006,518,1058,581
40,1.6,No Helmet,0.8537,30,1533,569,1591,639
40,1.6,No Helmet,0.7526,35,1053,533,1111,607
40,1.6,Helmet,0.4881,26,1005,520,1063,590
41,1.64,No Helmet,0.8403,30,1530,568,1589,638
41,1.64,Helmet,0.7378,35,1028,523,1092,605
41,1.64,Helmet,0.6456,16,1309,548,1369,612
42,1.68,No Helmet,0.8905,30,1527,566,1588,639
42,1.68,Helmet,0.7513,35,1012,521,1078,602
42,1.68,Helmet,0.4373,40,1326,542,1389,600
42,1.68,Helmet,0.6095,16,1298,544,1359,610
43,1.72,No Helmet,0.8524,30,1526,564,1586,636
43,1.72,No Helmet,0.7311,35,997,518,1063,601
43,1.72,Helmet,0.8758,16,1290,538,1352,607
44,1.76,No Helmet,0.6418,30,1526,563,1583,631
44,1.76,No Helmet,0.7981,35,984,514,1051,599
44,1.76,Helmet,0.9064,16,1285,536,1351,608
45,1.8,No Helmet,0.5608,30,1524,561,1578,626
45,1.8,No Helmet,0.4065,35,971,509,1043,599
45,1.8,Helmet,0.91,16,1277,533,1345,606
46,1.84,Helmet,0.2762,30,1520,557,1574,622
46,1.84,No Helmet,0.8241,35,945,508,1018,599
46,1.84,Helmet,0.8989,16,1271,531,1340,604
47,1.88,No Helmet,0.2835,30,1515,556,1568,619
47,1.88,Helmet,0.627,35,928,507,996,592
47,1.88,Helmet,0.8526,16,1257,527,1330,604
48,1.92,Helmet,0.334,30,1512,555,1564,618
48,1.92,No Helmet,0.6673,35,905,501,977,592
48,1.92,Helmet,0.8112,16,1247,525,1322,603
48,1.92,Helmet,0.5364,26,1006,515,1056,575
49,1.96,Helmet,0.616,30,1507,555,1560,618
49,1.96,No Helmet,0.6683,35,884,498,957,591
49,1.96,Helmet,0.875,16,1231,521,1308,602
49,1.96,Helmet,0.5399,26,1005,514,1056,574
50,2.0,Helmet,0.2837,30,1503,555,1557,619
50,2.0,No Helmet,0.4811,35,861,493,937,589
50,2.0,Helmet,0.8983,16,1217,517,1296,600
50,2.0,Helmet,0.5134,26,1004,513,1055,573
51,2.04,No Helmet,0.57,30,1499,553,1553,617
51,2.04,Helmet,0.5523,35,837,487,916,587
51,2.04,Helmet,0.8934,16,1201,510,1284,597
52,2.08,No Helmet,0.7092,30,1495,548,1550,614
52,2.08,Helmet,0.8537,35,814,484,892,582
52,2.08,Helmet,0.869,16,1187,505,1274,595
53,2.12,No Helmet,0.6627,30,1492,545,1547,611
53,2.12,Helmet,0.6736,35,789,479,869,580
53,2.12,Helmet,0.8607,16,1169,503,1258,596
54,2.16,No Helmet,0.6664,30,1484,542,1540,608
54,2.16,Helmet,0.4645,35,764,475,843,575
54,2.16,Helmet,0.876,16,1158,499,1252,596
55,2.2,No Helmet,0.8183,30,1474,539,1533,607
55,2.2,Helmet,0.7653,35,737,468,819,571
55,2.2,Helmet,0.8777,16,1136,497,1228,593
56,2.24,No Helmet,0.6706,30,1464,533,1528,605
56,2.24,Helmet,0.5813,35,707,462,794,571
56,2.24,Helmet,0.7854,16,1129,488,1224,587
56,2.24,Helmet,0.7547,50,1167,487,1230,581
57,2.28,No Helmet,0.8327,30,1459,530,1524,604
57,2.28,Helmet,0.8413,35,678,454,766,565
57,2.28,Helmet,0.8098,16,1108,482,1207,584
57,2.28,Helmet,0.791,50,1144,482,1210,580
58,2.32,No Helmet,0.6188,30,1454,526,1520,600
58,2.32,Helmet,0.8897,35,645,448,736,563
58,2.32,Helmet,0.5961,16,1084,479,1181,579
58,2.32,Helmet,0.8365,50,1140,478,1202,569
59,2.36,Helmet,0.3977,30,1450,523,1517,597
59,2.36,Helmet,0.9203,35,612,440,706,560
59,2.36,Helmet,0.7718,50,1124,472,1188,566
59,2.36,Helmet,0.4315,31,1192,542,1252,613
60,2.4,No Helmet,0.6637,30,1445,522,1510,594
60,2.4,Helmet,0.9038,35,576,432,674,556
60,2.4,Helmet,0.532,50,1108,468,1172,560
61,2.44,No Helmet,0.8849,30,1436,521,1503,594
61,2.44,Helmet,0.8975,35,538,424,639,552
61,2.44,Helmet,0.7438,50,1082,460,1155,567
61,2.44,Helmet,0.8937,16,1010,459,1122,578
61,2.44,Helmet,0.4838,31,1179,533,1240,606
62,2.48,No Helmet,0.8411,30,1430,519,1498,593
62,2.48,Helmet,0.9058,35,500,418,603,550
62,2.48,Helmet,0.4827,50,1064,454,1138,561
62,2.48,Helmet,0.8416,16,983,454,1094,573
63,2.52,No Helmet,0.8608,30,1423,516,1492,591
63,2.52,Helmet,0.9045,35,458,411,566,549
63,2.52,Helmet,0.8052,50,1043,448,1117,555
63,2.52,Helmet,0.8845,16,959,449,1066,566
64,2.56,No Helmet,0.6288,30,1413,511,1486,591
64,2.56,Helmet,0.9116,35,417,402,525,541
64,2.56,Helmet,0.6754,50,1024,440,1099,550
64,2.56,Helmet,0.8619,16,932,441,1041,562
64,2.56,Helmet,0.8603,55,1125,511,1198,595
65,2.6,No Helmet,0.4776,30,1404,507,1478,589
65,2.6,Helmet,0.919,35,370,392,482,536
65,2.6,Helmet,0.7991,50,998,435,1072,544
65,2.6,Helmet,0.8306,16,905,437,1012,558
65,2.6,Helmet,0.8606,55,1113,510,1183,590
65,2.6,Helmet,0.7881,31,1190,538,1242,599
66,2.64,Helmet,0.4285,30,1392,502,1471,589
66,2.64,Helmet,0.925,35,323,382,437,529
66,2.64,Helmet,0.6086,50,974,430,1050,538
66,2.64,Helmet,0.8716,16,878,433,981,551
66,2.64,Helmet,0.9061,55,1093,505,1168,590
67,2.68,No Helmet,0.6212,30,1382,500,1462,588
67,2.68,Helmet,0.9294,35,269,372,387,523
67,2.68,Helmet,0.8698,50,947,423,1025,536
67,2.68,Helmet,0.8965,16,846,424,958,553
67,2.68,Helmet,0.8735,55,1077,501,1156,592
68,2.72,No Helmet,0.7921,30,1372,498,1455,590
68,2.72,Helmet,0.9231,35,211,362,333,520
68,2.72,Helmet,0.8481,50,912,414,999,540
68,2.72,Helmet,0.8638,16,811,413,930,552
68,2.72,Helmet,0.8531,55,1064,500,1140,587
69,2.76,Helmet,0.5039,30,1363,494,1446,587
69,2.76,Helmet,0.9186,35,150,351,275,512
69,2.76,Helmet,0.8661,50,880,404,971,535
69,2.76,Helmet,0.8878,16,777,406,896,546
69,2.76,Helmet,0.8716,55,1047,498,1125,587
70,2.8,Helmet,0.8809,30,1355,488,1437,579
70,2.8,Helmet,0.9266,35,83,335,214,503
70,2.8,Helmet,0.8839,50,843,392,939,530
70,2.8,Helmet,0.8611,16,739,393,863,540
70,2.8,Helmet,0.8742,55,1024,496,1107,592
70,2.8,Helmet,0.7148,59,746,391,918,537
71,2.84,Helmet,0.9012,30,1349,484,1428,571
71,2.84,Helmet,0.9181,35,15,320,149,493
71,2.84,Helmet,0.8079,50,809,381,904,516
71,2.84,Helmet,0.8864,16,699,386,822,533
71,2.84,Helmet,0.8592,55,1011,491,1091,583
72,2.88,Helmet,0.8806,30,1340,483,1417,567
72,2.88,No Helmet,0.7443,35,0,299,101,486
72,2.88,Helmet,0.872,50,769,371,868,510
72,2.88,Helmet,0.8998,16,655,376,780,525
72,2.88,Helmet,0.8809,55,994,486,1076,582
73,2.92,Helmet,0.8021,30,1330,481,1407,565
73,2.92,Helmet,0.8947,50,725,361,830,508
73,2.92,Helmet,0.8834,16,606,364,736,520
73,2.92,Helmet,0.8497,55,976,480,1060,578
74,2.96,Helmet,0.8595,30,1316,473,1397,562
74,2.96,Helmet,0.8745,50,677,351,787,505
74,2.96,Helmet,0.8914,16,553,355,689,519
74,2.96,Helmet,0.8408,55,958,476,1041,573
74,2.96,Helmet,0.5122,64,1050,531,1101,587
75,3.0,Helmet,0.8729,30,1303,466,1385,556
75,3.0,Helmet,0.874,50,625,342,741,506
75,3.0,Helmet,0.7467,16,496,345,637,516
75,3.0,Helmet,0.8929,55,938,472,1022,572
75,3.0,Helmet,0.4548,64,1035,525,1092,588
76,3.04,Helmet,0.8903,30,1286,456,1373,552
76,3.04,Helmet,0.9222,50,570,330,692,501
76,3.04,Helmet,0.8757,16,434,334,581,513
76,3.04,Helmet,0.8768,55,918,467,1000,565
76,3.04,Helmet,0.5736,64,1008,519,1072,589
77,3.08,Helmet,0.894,30,1271,448,1362,548
77,3.08,Helmet,0.8753,50,513,313,638,487
77,3.08,Helmet,0.9022,16,366,319,521,505
77,3.08,Helmet,0.8854,55,894,461,980,564
77,3.08,No Helmet,0.6256,64,992,511,1061,587
78,3.12,Helmet,0.8963,30,1257,442,1351,546
78,3.12,Helmet,0.8741,50,444,286,581,477
78,3.12,Helmet,0.8583,16,292,293,457,493
78,3.12,Helmet,0.8904,55,870,454,959,560
78,3.12,No Helmet,0.7449,64,986,507,1057,587
79,3.16,Helmet,0.8938,30,1242,437,1340,547
79,3.16,Helmet,0.8737,50,370,256,516,459
79,3.16,Helmet,0.8611,16,211,267,386,481
79,3.16,Helmet,0.9005,55,845,449,936,558
79,3.16,No Helmet,0.4628,64,987,505,1060,586
80,3.2,Helmet,0.9192,30,1225,431,1330,548
80,3.2,Helmet,0.8629,50,291,226,443,437
80,3.2,Helmet,0.8716,16,115,231,308,466
80,3.2,Helmet,0.8848,55,819,442,912,554
80,3.2,Helmet,0.5316,68,1373,535,1439,604
81,3.24,Helmet,0.8932,30,1203,427,1310,547
81,3.24,Helmet,0.9056,50,201,198,361,419
81,3.24,Helmet,0.8938,16,23,204,218,442
81,3.24,Helmet,0.9021,55,791,435,888,551
81,3.24,Helmet,0.7991,68,1364,525,1435,600
82,3.28,Helmet,0.872,30,1185,421,1289,539
82,3.28,Helmet,0.896,16,18,172,214,411
82,3.28,Helmet,0.9049,55,762,427,862,547
82,3.28,Helmet,0.8501,68,1355,512,1433,594
83,3.32,Helmet,0.8996,30,1164,412,1276,540
83,3.32,Helmet,0.927,16,0,141,171,394
83,3.32,Helmet,0.9021,55,733,422,834,544
83,3.32,Helmet,0.8794,68,1347,507,1428,591
84,3.36,Helmet,0.9201,30,1143,404,1258,536
84,3.36,Helmet,0.9064,55,703,416,805,540
84,3.36,Helmet,0.8918,68,1342,512,1420,594
85,3.4,Helmet,0.9009,30,1122,396,1239,531
85,3.4,Helmet,0.9049,55,669,410,778,544
85,3.4,Helmet,0.9083,68,1334,507,1414,593
85,3.4,Helmet,0.8575,80,195,420,306,543
85,3.4,No Helmet,0.7978,81,791,489,870,574
86,3.44,Helmet,0.9164,30,1099,389,1215,524
86,3.44,Helmet,0.9099,55,635,404,745,539
86,3.44,Helmet,0.9128,68,1329,507,1409,592
87,3.48,Helmet,0.9253,30,1077,380,1197,520
87,3.48,Helmet,0.9025,55,597,394,709,534
87,3.48,Helmet,0.9052,68,1321,505,1397,588
88,3.52,Helmet,0.9387,30,1049,370,1173,516
88,3.52,Helmet,0.9183,55,561,385,675,527
88,3.52,Helmet,0.8689,68,1309,504,1386,587
89,3.56,Helmet,0.9259,30,1020,361,1150,514
89,3.56,Helmet,0.9169,55,521,375,637,520
89,3.56,Helmet,0.8923,68,1298,503,1374,585
90,3.6,Helmet,0.9369,30,989,351,1123,510
90,3.6,Helmet,0.9148,55,474,365,594,518
90,3.6,Helmet,0.8817,68,1286,499,1366,585
91,3.64,Helmet,0.9273,30,954,339,1093,504
91,3.64,Helmet,0.9079,55,421,355,550,520
91,3.64,Helmet,0.8592,68,1276,494,1356,581
92,3.68,Helmet,0.9195,30,919,331,1061,500
92,3.68,Helmet,0.9057,55,368,345,500,514
92,3.68,Helmet,0.8694,68,1267,487,1344,570
92,3.68,Helmet,0.8707,87,524,446,622,558
93,3.72,Helmet,0.924,30,882,322,1026,493
93,3.72,Helmet,0.9192,55,313,332,446,503
93,3.72,Helmet,0.8719,68,1259,480,1338,565
93,3.72,Helmet,0.8738,87,481,440,581,556
94,3.76,Helmet,0.926,30,839,310,989,489
94,3.76,Helmet,0.9101,55,249,319,388,496
94,3.76,Helmet,0.9064,68,1241,477,1327,570
94,3.76,Helmet,0.8682,87,429,436,531,553
95,3.8,Helmet,0.9238,30,794,299,951,487
95,3.8,Helmet,0.9331,55,183,306,330,495
95,3.8,Helmet,0.8857,68,1228,475,1309,564
95,3.8,Helmet,0.6593,87,370,429,476,551
96,3.84,Helmet,0.9338,30,745,284,909,479
96,3.84,Helmet,0.9068,55,114,293,264,486
96,3.84,Helmet,0.8685,68,1210,469,1296,563
96,3.84,Helmet,0.8622,87,315,424,421,546
97,3.88,Helmet,0.9335,30,692,264,863,468
97,3.88,Helmet,0.9176,55,35,278,193,482
97,3.88,Helmet,0.912,68,1189,460,1282,562
97,3.88,Helmet,0.8756,87,255,417,363,541
98,3.92,Helmet,0.9307,30,637,236,814,447
98,3.92,Helmet,0.8908,55,0,255,137,477
98,3.92,Helmet,0.8737,68,1170,453,1260,554
98,3.92,Helmet,0.8994,80,186,408,292,525
99,3.96,Helmet,0.9433,30,575,206,759,426
99,3.96,Helmet,0.8854,68,1150,446,1242,549
99,3.96,Helmet,0.8791,87,119,389,237,526
100,4.0,Helmet,0.9349,30,510,176,704,406
100,4.0,Helmet,0.8835,68,1131,442,1222,543
100,4.0,Helmet,0.8878,87,41,374,164,517
101,4.04,Helmet,0.9431,30,440,148,641,385
101,4.04,Helmet,0.8852,68,1106,433,1201,538
101,4.04,Helmet,0.8665,87,0,363,103,512
102,4.08,Helmet,0.9458,30,362,123,574,373
102,4.08,Helmet,0.8925,68,1083,426,1180,533
103,4.12,Helmet,0.9409,30,276,101,499,363
103,4.12,Helmet,0.9103,68,1057,418,1158,531
104,4.16,Helmet,0.9449,30,181,76,414,348
104,4.16,Helmet,0.8925,68,1028,410,1133,528
105,4.2,Helmet,0.9434,30,73,48,318,332
105,4.2,Helmet,0.9169,68,998,402,1107,526
106,4.24,Helmet,0.9269,30,0,13,235,312
106,4.24,Helmet,0.9233,68,965,394,1078,523
106,4.24,Helmet,0.6588,92,1366,516,1431,577
107,4.28,Helmet,0.9154,68,934,385,1047,514
107,4.28,Helmet,0.7692,92,1354,507,1429,578
108,4.32,Helmet,0.9219,68,897,373,1015,508
108,4.32,Helmet,0.8249,92,1346,505,1424,579
109,4.36,Helmet,0.9184,68,857,361,981,504
109,4.36,Helmet,0.8667,92,1337,504,1420,583
110,4.4,Helmet,0.9174,68,815,348,942,495
110,4.4,Helmet,0.8747,92,1330,504,1415,586
111,4.44,Helmet,0.9246,68,769,335,900,487
111,4.44,Helmet,0.7658,92,1323,505,1400,579
112,4.48,Helmet,0.9255,68,719,323,854,480
112,4.48,Helmet,0.7304,92,1309,507,1379,575
113,4.52,Helmet,0.9295,68,667,311,805,471
113,4.52,Helmet,0.8067,92,1298,508,1368,576
114,4.56,Helmet,0.9325,68,608,297,754,468
114,4.56,Helmet,0.8339,92,1288,507,1359,577
114,4.56,Helmet,0.6163,94,1014,487,1062,544
115,4.6,Helmet,0.9263,68,546,286,698,463
115,4.6,Helmet,0.8221,92,1277,502,1351,575
116,4.64,Helmet,0.9145,68,473,269,635,458
116,4.64,Helmet,0.827,92,1263,496,1337,569
117,4.68,Helmet,0.9174,68,395,247,564,445
117,4.68,Helmet,0.8762,92,1252,491,1325,564
118,4.72,Helmet,0.9244,68,306,218,486,431
118,4.72,Helmet,0.9066,92,1241,484,1316,560
119,4.76,Helmet,0.9266,68,213,180,399,401
119,4.76,Helmet,0.8894,92,1227,480,1306,561
120,4.8,Helmet,0.9269,68,106,144,299,372
120,4.8,Helmet,0.8492,92,1215,478,1291,556
121,4.84,Helmet,0.9156,68,6,104,203,343
121,4.84,Helmet,0.903,92,1198,478,1274,557
122,4.88,Helmet,0.9282,92,1181,472,1261,555
123,4.92,Helmet,0.8689,92,1163,463,1247,550
124,4.96,Helmet,0.8898,92,1143,453,1231,546
125,5.0,Helmet,0.8838,92,1125,446,1215,542
126,5.04,Helmet,0.8842,92,1105,440,1198,539
127,5.08,Helmet,0.9107,92,1087,434,1182,534
127,5.08,Helmet,0.6324,21,386,578,431,624
128,5.12,Helmet,0.8858,92,1066,427,1164,532
129,5.16,Helmet,0.8978,92,1044,419,1145,528
130,5.2,Helmet,0.9016,92,1020,411,1124,524
131,5.24,Helmet,0.91,92,994,404,1103,522
131,5.24,Helmet,0.5341,28,292,590,338,640
132,5.28,Helmet,0.908,92,969,400,1079,520
133,5.32,Helmet,0.9195,92,941,393,1054,517
134,5.36,Helmet,0.919,92,911,385,1029,514
135,5.4,Helmet,0.9157,92,881,377,1000,509
136,5.44,Helmet,0.929,92,849,369,972,505
137,5.48,Helmet,0.9152,92,815,359,940,500
138,5.52,Helmet,0.9152,92,777,347,908,495
139,5.56,Helmet,0.9198,92,739,338,871,488
140,5.6,Helmet,0.9258,92,698,326,834,481
141,5.64,Helmet,0.9274,92,652,315,794,477
142,5.68,Helmet,0.9276,92,603,303,748,470
143,5.72,Helmet,0.9304,92,549,293,701,469
144,5.76,Helmet,0.9334,92,489,282,648,466
145,5.8,Helmet,0.9345,92,425,266,591,459
146,5.84,Helmet,0.923,92,353,245,528,449
147,5.88,Helmet,0.9279,92,277,218,458,428
148,5.92,Helmet,0.9304,92,190,184,382,407
149,5.96,Helmet,0.9427,92,94,151,293,382
150,6.0,Helmet,0.9275,92,5,116,209,358
151,6.04,Helmet,0.7792,,0,64,60,308
154,6.16,No Helmet,0.4574,,1190,530,1239,590
160,6.4,Helmet,0.5639,,1150,554,1189,598
160,6.4,Helmet,0.2705,,1225,901,1428,1064
163,6.52,Helmet,0.4661,,1005,473,1055,531
164,6.56,No Helmet,0.682,,1103,540,1149,594
165,6.6,No Helmet,0.6211,67,1097,540,1143,593
166,6.64,No Helmet,0.7013,67,1089,538,1135,593
167,6.68,No Helmet,0.6795,67,1076,533,1121,585
168,6.72,No Helmet,0.7551,67,1065,529,1113,585
169,6.76,No Helmet,0.6668,67,1057,532,1104,587
170,6.8,No Helmet,0.4195,67,1045,532,1090,585
171,6.84,No Helmet,0.4266,,1010,487,1061,553
172,6.88,Helmet,0.3477,,1007,488,1059,557
173,6.92,No Helmet,0.5763,76,1002,488,1055,557
174,6.96,No Helmet,0.3955,76,996,484,1052,558
175,7.0,No Helmet,0.7062,76,996,482,1048,551
176,7.04,No Helmet,0.3438,76,1000,476,1049,541
176,7.04,Helmet,0.6246,80,491,587,527,632
177,7.08,No Helmet,0.3796,76,1004,477,1052,540
177,7.08,No Helmet,0.7567,82,944,519,1001,579
177,7.08,Helmet,0.4359,83,1222,901,1422,1065
178,7.12,No Helmet,0.4341,76,1002,475,1048,537
178,7.12,Helmet,0.3869,82,932,518,990,580
178,7.12,Helmet,0.3487,83,1222,901,1423,1065
179,7.16,No Helmet,0.3349,76,1003,473,1047,532
179,7.16,No Helmet,0.7769,82,917,517,975,580
179,7.16,Helmet,0.3077,83,1222,901,1423,1065
179,7.16,Helmet,0.7547,87,529,582,569,633
180,7.2,No Helmet,0.6885,82,903,512,965,578
180,7.2,Helmet,0.278,83,1222,901,1423,1065
180,7.2,Helmet,0.7848,87,536,584,574,631
